episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
14301, -3111.519488453865, 2, 1.6874258230000123, 73, 2686433,                                             1000000, 0.0, 4339.27587890625
14302, -4977.466690063477, 2, 2.905255011999998, 160, 2686593,                                             1000000, 0.0, 7085.50927734375
14303, -4003.1869926452637, 2, 1.7179771899999423, 91, 2686684,                                             1000000, 0.0, 9051.9052734375
14304, -2832.5982410907745, 2, 1.2985419269999738, 56, 2686740,                                             1000000, 0.0, 6732.5126953125
14305, -3037.90304851532, 2, 0.9133588130000589, 49, 2686789,                                             1000000, 0.0, 6793.8662109375
14306, -3112.75909280777, 2, 1.6977858930000593, 84, 2686873,                                             1000000, 0.0, 5010.81689453125
14307, -2791.8356552124023, 2, 1.101391962999969, 49, 2686922,                                             1000000, 0.0, 10680.51171875
14308, -3034.829874277115, 2, 1.118911388000015, 56, 2686978,                                             1000000, 0.0, 2643.419677734375
14309, -4645.425466537476, 2, 2.3194051850000506, 134, 2687112,                                             1000000, 0.0, 5099.57568359375
14310, -4359.617922782898, 2, 2.6989056109999865, 145, 2687257,                                             1000000, 0.0, 4587.72314453125
14311, -4813.459058046341, 2, 3.614021019000006, 203, 2687460,                                             1000000, 0.0, 4768.78564453125
14312, -5047.897525072098, 2, 4.099949135999964, 223, 2687683,                                             1000000, 0.0, 7218.6943359375
14313, -9251.353999197483, 2, 8.706735384000012, 498, 2688181,                                             1000000, 0.0, 5223.33642578125
14314, -1659.0073606967926, 1, 6.504653997999981, 370, 2688551,                                             1000000, 0.0, 7316.515625
14315, -3307.598937153816, 1, 8.122303278999993, 468, 2689019,                                             1000000, 0.0, 5658.06591796875
14316, -1516.9999610185623, 1, 6.702026129000046, 376, 2689395,                                             1000000, 0.0, 5933.57861328125
14317, -3031.5625262260437, 1, 6.72273767799993, 390, 2689785,                                             1000000, 0.0, 3162.0390625
14318, -1229.8915524184704, 1, 7.102098908000016, 395, 2690180,                                             1000000, 0.0, 6344.30810546875
14319, -2471.128113627434, 1, 7.722006864999912, 442, 2690622,                                             1000000, 0.0, 5676.095703125
14320, -8084.12894654274, 2, 9.502805669000054, 536, 2691158,                                             1000000, 0.0, 5716.99169921875
14321, -6234.5408762693405, 2, 6.929331944999944, 394, 2691552,                                             1000000, 0.0, 7413.77978515625
14322, -1508.5660465061665, 1, 7.101839096000049, 389, 2691941,                                             1000000, 0.0, 5539.59326171875
14323, -1531.4365943670273, 1, 6.704180611999959, 368, 2692309,                                             1000000, 0.0, 7506.6337890625
14324, -1362.5594563484192, 1, 6.737298110999973, 311, 2692620,                                             1000000, 0.0, 6609.00244140625
14325, -967.8883635103703, 1, 8.708331341999951, 332, 2692952,                                             1000000, 0.0, 4449.2470703125
14326, -5385.31283980608, 2, 6.725189129, 268, 2693220,                                             1000000, 0.0, 6059.64892578125
14327, -991.0930753350258, 1, 8.339407146999974, 338, 2693558,                                             1000000, 0.0, 4573.32666015625
14328, -5699.739207744598, 2, 7.102339235000045, 277, 2693835,                                             1000000, 0.0, 6248.4775390625
14329, -3989.6623463630676, 2, 5.135338116999947, 201, 2694036,                                             1000000, 0.0, 5163.02587890625
14330, -2508.6812076568604, 2, 1.0970111289999522, 33, 2694069,                                             1000000, 0.0, 3071.843505859375
14331, -3504.4241387844086, 2, 1.44191752800009, 65, 2694134,                                             1000000, 0.0, 6287.89501953125
14332, -4397.341244697571, 2, 3.1018076179999525, 140, 2694274,                                             1000000, 0.0, 8975.1337890625
14333, -632.96430554986, 1, 8.312116908999997, 345, 2694619,                                             1000000, 0.0, 7795.37109375
14334, -3681.3271741867065, 2, 3.3053861800000277, 112, 2694731,                                             1000000, 0.0, 7920.77197265625
14335, -1537.471189647913, 1, 7.30482714599998, 353, 2695084,                                             1000000, 0.0, 6582.03271484375
14336, 48.73751938343048, 1, 6.7438217640000175, 332, 2695416,                                             1000000, 0.0, 5477.39892578125
14337, -6982.206225395203, 2, 7.703153878999956, 372, 2695788,                                             1000000, 0.0, 6468.92333984375
14338, -1835.565113067627, 1, 7.1302560959999255, 353, 2696141,                                             1000000, 0.0, 8080.7705078125
14339, -2943.1519728004932, 1, 8.102309704000163, 402, 2696543,                                             1000000, 0.0, 5847.9697265625
14340, -2717.2078144550323, 1, 7.930496431999927, 396, 2696939,                                             1000000, 0.0, 7481.08544921875
14341, -1640.4303542077541, 1, 6.46310434499992, 314, 2697253,                                             1000000, 0.0, 8795.4931640625
14342, -1347.2614488601685, 1, 7.335386685000003, 358, 2697611,                                             1000000, 0.0, 7310.17724609375
14343, -2048.369376897812, 1, 9.1510165589998, 367, 2697978,                                             1000000, 0.0, 5126.447265625
14344, -4791.162205815315, 2, 7.94011366299992, 311, 2698289,                                             1000000, 0.0, 3428.465087890625
14345, -875.0843205153942, 1, 9.307626434000213, 352, 2698641,                                             1000000, 0.0, 8343.767578125
14346, -1202.906778216362, 1, 8.534858345999965, 358, 2698999,                                             1000000, 0.0, 5462.26513671875
14347, -1025.368637561798, 1, 7.302079843999991, 342, 2699341,                                             1000000, 0.0, 5376.32470703125
14348, 157.44350469112396, 1, 5.936498061000066, 292, 2699633,                                             1000000, 0.0, 4897.35498046875
14349, -4607.023124933243, 2, 6.303532683000185, 295, 2699928,                                             1000000, 0.0, 6870.68994140625
14350, 665.8036675453186, 1, 6.50477140199996, 305, 2700233,                                             1000000, 0.0, 4238.72705078125
14351, 362.887842297554, 1, 5.577725597999915, 314, 2700547,                                             1000000, 0.0, 7124.41552734375
14352, -669.607192158699, 1, 6.7019244380001055, 373, 2700920,                                             1000000, 0.0, 5765.3896484375
14353, 366.3819352388382, 1, 6.103319522999982, 334, 2701254,                                             1000000, 0.0, 6386.69970703125
14354, -74.77920544147491, 1, 6.924251085000151, 385, 2701639,                                             1000000, 0.0, 8375.5927734375
14355, -4257.35156750679, 2, 6.502501051000081, 357, 2701996,                                             1000000, 0.0, 4607.77783203125
14356, -1275.599244236946, 1, 6.922487156999978, 389, 2702385,                                             1000000, 0.0, 4870.15966796875
14357, 42.286536276340485, 1, 6.522351309999976, 341, 2702726,                                             1000000, 0.0, 5294.447265625
14358, -703.7243743538857, 1, 7.102107267000065, 379, 2703105,                                             1000000, 0.0, 5957.431640625
14359, -252.95174956321716, 1, 6.52307526200002, 360, 2703465,                                             1000000, 0.0, 7361.5029296875
14360, -1022.8620668053627, 1, 7.303514734999908, 400, 2703865,                                             1000000, 0.0, 6887.14453125
14361, -1553.5634949207306, 1, 6.906731518000015, 375, 2704240,                                             1000000, 0.0, 8339.4990234375
14362, 25.966895580291748, 1, 7.509771521999937, 368, 2704608,                                             1000000, 0.0, 6672.33349609375
14363, -349.11294436454773, 1, 7.52735603799988, 351, 2704959,                                             1000000, 0.0, 6391.59619140625
14364, -663.9416218996048, 1, 7.70444069600012, 368, 2705327,                                             1000000, 0.0, 6768.16162109375
14365, -662.3272430896759, 1, 7.939059653999948, 390, 2705717,                                             1000000, 0.0, 5574.1865234375
14366, -4616.584826648235, 2, 7.3049419409999246, 334, 2706051,                                             1000000, 0.0, 4431.6533203125
14367, -512.2883350849152, 1, 9.710604094000018, 337, 2706388,                                             1000000, 0.0, 7280.97998046875
14368, -1113.359248161316, 1, 10.91377091000004, 355, 2706743,                                             1000000, 0.0, 7584.84765625
14369, -121.17567014694214, 1, 9.953607576999957, 348, 2707091,                                             1000000, 0.0, 5997.6171875
14370, -162.16437155008316, 1, 9.972788331000174, 308, 2707399,                                             1000000, 0.0, 5346.30419921875
