episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
10001, -2833.817413330078, 2, 1.2818018670000129, 31, 1355021,                                             1000000, 0.0, 3785.77294921875
10002, -3605.7065904140472, 2, 1.5005087480000157, 70, 1355091,                                             1000000, 0.0, 6268.142578125
10003, -2698.2516193389893, 2, 0.7192350999999917, 37, 1355128,                                             1000000, 0.0, 2736.976318359375
10004, -3318.2073788642883, 2, 1.6984883629999956, 77, 1355205,                                             1000000, 0.0, 9488.3759765625
10005, -3169.816853284836, 2, 1.319408526000018, 72, 1355277,                                             1000000, 0.0, 9802.2783203125
10006, -2997.4272923469543, 2, 1.2988469960000089, 55, 1355332,                                             1000000, 0.0, 1733.5059814453125
10007, -2569.052611351013, 2, 0.9004472789999909, 32, 1355364,                                             1000000, 0.0, 8009.671875
10008, -2483.4175486564636, 2, 0.9004250689999935, 31, 1355395,                                             1000000, 0.0, 8904.478515625
10009, -2625.2905917167664, 2, 0.9014230399999974, 30, 1355425,                                             1000000, 0.0, 9106.0751953125
10010, -4675.672342538834, 2, 2.319432424000013, 127, 1355552,                                             1000000, 0.0, 8990.8232421875
10011, -2678.7460384368896, 2, 0.8332324690000235, 36, 1355588,                                             1000000, 0.0, 2968.03466796875
10012, -2561.632775783539, 2, 0.8988212190000127, 30, 1355618,                                             1000000, 0.0, 11356.0693359375
10013, -2502.9769682884216, 2, 0.7140636560000075, 30, 1355648,                                             1000000, 0.0, 4320.62451171875
10014, -2567.8615334033966, 2, 0.899460203000018, 34, 1355682,                                             1000000, 0.0, 7527.00341796875
10015, -2606.790424823761, 2, 0.7183310659999904, 30, 1355712,                                             1000000, 0.0, 1754.7230224609375
10016, -2563.3576629161835, 2, 0.8979356940000116, 30, 1355742,                                             1000000, 0.0, 10323.1806640625
10017, -2487.7350771427155, 2, 0.720017748999993, 33, 1355775,                                             1000000, 0.0, 8004.1220703125
10018, -2536.7280337810516, 2, 0.9007547230000057, 30, 1355805,                                             1000000, 0.0, 6079.6953125
10019, -2675.5558128356934, 2, 0.9037562500000149, 30, 1355835,                                             1000000, 0.0, 15014.326171875
10020, -2551.238621234894, 2, 0.902221892, 30, 1355865,                                             1000000, 0.0, 5714.14306640625
10021, -3297.7580041885376, 2, 1.218506585, 60, 1355925,                                             1000000, 0.0, 13561.341796875
10022, -2798.425078392029, 2, 0.9013336430000152, 34, 1355959,                                             1000000, 0.0, 9287.3828125
10023, -2543.276733160019, 2, 0.720020543000004, 31, 1355990,                                             1000000, 0.0, 14561.4150390625
10024, -2673.0530846118927, 2, 0.898547648999994, 30, 1356020,                                             1000000, 0.0, 7247.45947265625
10025, -2566.433666229248, 2, 0.9026516290000188, 30, 1356050,                                             1000000, 0.0, 9052.0244140625
10026, -2617.4693586826324, 2, 0.903166992999985, 30, 1356080,                                             1000000, 0.0, 12543.2236328125
10027, -2601.9525017738342, 2, 0.7200573499999905, 30, 1356110,                                             1000000, 0.0, 3208.493408203125
10028, -2610.106292486191, 2, 0.9002195239999935, 30, 1356140,                                             1000000, 0.0, 6811.970703125
10029, -2580.855873823166, 2, 0.9027821640000013, 35, 1356175,                                             1000000, 0.0, 13989.5048828125
10030, -2733.467051744461, 2, 0.9011446500000204, 37, 1356212,                                             1000000, 0.0, 3036.99609375
10031, -2617.029392719269, 2, 0.7405485479999925, 30, 1356242,                                             1000000, 0.0, 7970.0439453125
10032, -2628.1157269477844, 2, 0.7219310680000035, 30, 1356272,                                             1000000, 0.0, 9766.677734375
10033, -2575.683770418167, 2, 0.899903839000018, 31, 1356303,                                             1000000, 0.0, 2065.784423828125
10034, -2613.7863268852234, 2, 0.7213668150000103, 30, 1356333,                                             1000000, 0.0, 8721.62109375
10035, -2424.3519916534424, 2, 0.7014523010000175, 30, 1356363,                                             1000000, 0.0, 22819.283203125
10036, -2715.784907102585, 2, 0.9020383479999623, 34, 1356397,                                             1000000, 0.0, 1360.6041259765625
10037, -2595.807507753372, 2, 0.7191665149999835, 31, 1356428,                                             1000000, 0.0, 7330.009765625
10038, -2895.1547565460205, 2, 0.7194103339999742, 40, 1356468,                                             1000000, 0.0, 5380.4462890625
10039, -2577.6769618988037, 2, 0.7197121209999864, 33, 1356501,                                             1000000, 0.0, 5580.85595703125
10040, -2930.3988490104675, 2, 1.1000714620000167, 42, 1356543,                                             1000000, 0.0, 6918.1533203125
10041, -2570.4258286952972, 2, 0.6735104379999939, 30, 1356573,                                             1000000, 0.0, 13534.8662109375
10042, -2641.962411880493, 2, 0.7200208220000377, 37, 1356610,                                             1000000, 0.0, 8154.16455078125
10043, -2506.061420440674, 2, 0.8998798129999841, 32, 1356642,                                             1000000, 0.0, 5347.3857421875
10044, -2573.657373905182, 2, 0.7213348979999523, 30, 1356672,                                             1000000, 0.0, 8856.947265625
10045, -2636.236179828644, 2, 0.8998725499999978, 30, 1356702,                                             1000000, 0.0, 6828.880859375
10046, -2780.1691179275513, 2, 0.7204409209999767, 38, 1356740,                                             1000000, 0.0, 2486.970703125
10047, -2558.793086051941, 2, 0.9000892000000249, 30, 1356770,                                             1000000, 0.0, 9208.7197265625
10048, -2608.7861654758453, 2, 0.9025640479999879, 32, 1356802,                                             1000000, 0.0, 11354.40234375
10049, -2624.0040163993835, 2, 0.7021946510000134, 30, 1356832,                                             1000000, 0.0, 1679.097900390625
10050, -2817.2980530261993, 2, 0.9038556349999567, 38, 1356870,                                             1000000, 0.0, 4925.5302734375
10051, -2757.111815214157, 2, 0.9629072510000469, 38, 1356908,                                             1000000, 0.0, 10341.908203125
