episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
6001, 1907.203545331955, 1, 2.6513526930002627, 108, 552621,                                             703881, 0.0, 40218.2578125
6002, -5055.928970217705, 2, 6.521794901999783, 369, 552990,                                             704250, 0.0, 41128.44921875
6003, -4732.1725615262985, 2, 5.917297777000385, 325, 553315,                                             704575, 0.0, 44389.8515625
6004, -4241.011528849602, 2, 5.530765293000059, 318, 553633,                                             704893, 0.0, 41823.26953125
6005, 1653.8485143780708, 1, 3.1067798989997755, 167, 553800,                                             705060, 0.0, 44964.76171875
6006, -2453.518929719925, 2, 1.115295973999764, 58, 553858,                                             705118, 0.0, 37716.15625
6007, -2399.8967069387436, 2, 1.2987032779997207, 55, 553913,                                             705173, 0.0, 44944.09375
6008, 2089.307774424553, 1, 1.3161821319999945, 69, 553982,                                             705242, 0.0, 43498.0078125
6009, -2477.36776137352, 2, 1.4988195400001132, 65, 554047,                                             705307, 0.0, 36723.94140625
6010, -2527.654085636139, 2, 1.3169089469997743, 66, 554113,                                             705373, 0.0, 40362.0078125
6011, -2406.833067417145, 2, 1.4743225140000504, 63, 554176,                                             705436, 0.0, 47798.6640625
6012, 2076.6283164024353, 1, 1.3191924620000464, 70, 554246,                                             705506, 0.0, 37318.41796875
6013, -2964.0899629592896, 2, 2.900658666000254, 145, 554391,                                             705651, 0.0, 37830.265625
6014, -4222.970248222351, 2, 4.303348087999893, 230, 554621,                                             705881, 0.0, 41878.7265625
6015, 2138.5871168375015, 1, 1.3155889790000401, 64, 554685,                                             705945, 0.0, 44501.26953125
6016, -2515.126562833786, 2, 1.699099460999605, 80, 554765,                                             706025, 0.0, 35162.515625
6017, 2120.5031197071075, 1, 1.502248846999919, 62, 554827,                                             706087, 0.0, 38036.01171875
6018, -2277.2411370277405, 2, 1.1010138599999664, 41, 554868,                                             706128, 0.0, 45052.484375
6019, 1825.469692826271, 1, 1.515441957999883, 73, 554941,                                             706201, 0.0, 42309.30078125
6020, -2517.3003529906273, 2, 1.5007167939997998, 66, 555007,                                             706267, 0.0, 39418.6796875
6021, -2511.8031566143036, 2, 1.265607600000294, 63, 555070,                                             706330, 0.0, 43797.05078125
6022, -2478.729439854622, 2, 1.500167274999967, 69, 555139,                                             706399, 0.0, 39714.3671875
6023, 2069.596911430359, 1, 1.3185426860000007, 75, 555214,                                             706474, 0.0, 42974.171875
6024, -2475.5927215218544, 2, 1.5006235219998416, 72, 555286,                                             706546, 0.0, 41631.0546875
6025, -2428.6938784122467, 2, 1.1170675909997954, 55, 555341,                                             706601, 0.0, 41995.73046875
6026, -2423.0469805002213, 2, 1.3003533289997904, 60, 555401,                                             706661, 0.0, 44084.49609375
6027, -2488.2259905338287, 2, 1.1185337420001815, 63, 555464,                                             706724, 0.0, 45872.859375
6028, 2117.1360993385315, 1, 1.5000396969999201, 74, 555538,                                             706798, 0.0, 49731.40625
6029, -2527.7007167339325, 2, 1.5027302349999445, 75, 555613,                                             706873, 0.0, 43599.25390625
6030, -2446.1272246837616, 2, 1.118685687999914, 56, 555669,                                             706929, 0.0, 51748.33203125
6031, -2466.4087215662003, 2, 1.4216076940001585, 64, 555733,                                             706993, 0.0, 37033.4453125
6032, -2411.5783816576004, 2, 1.1182912770000257, 58, 555791,                                             707051, 0.0, 41267.8984375
6033, 1865.5505138635635, 1, 1.5003822099997706, 70, 555861,                                             707121, 0.0, 40566.5390625
6034, 2196.794479370117, 1, 1.3024198560001423, 62, 555923,                                             707183, 0.0, 43805.56640625
6035, -2777.3620516061783, 2, 1.5202692309999293, 79, 556002,                                             707262, 0.0, 44490.9609375
6036, -2674.738181114197, 2, 1.9003474270002698, 94, 556096,                                             707356, 0.0, 47410.5
6037, -3891.4566394090652, 2, 4.504523853000137, 226, 556322,                                             707582, 0.0, 43005.2734375
6038, 2107.8616346120834, 1, 1.1178897740001048, 56, 556378,                                             707638, 0.0, 37189.15625
6039, -2398.601046681404, 2, 1.4998527159996229, 61, 556439,                                             707699, 0.0, 51090.203125
6040, -3085.8268407583237, 2, 1.7191698149999866, 86, 556525,                                             707785, 0.0, 38531.9921875
6041, 1892.1131501197815, 1, 2.1248070030001145, 105, 556630,                                             707890, 0.0, 45512.14453125
6042, 1919.2539516687393, 1, 1.3175910299996758, 69, 556699,                                             707959, 0.0, 44684.046875
6043, 1328.9834378957748, 1, 3.498716937000154, 174, 556873,                                             708133, 0.0, 40056.00390625
6044, -2796.212207555771, 2, 1.7022797859999628, 73, 556946,                                             708206, 0.0, 32435.6953125
6045, -2471.410409092903, 2, 1.2996710190000158, 60, 557006,                                             708266, 0.0, 46139.75390625
6046, -4095.8884661197662, 2, 4.117696215000251, 256, 557262,                                             708522, 0.0, 39316.71875
6047, 542.188866853714, 1, 4.101902696999787, 232, 557494,                                             708754, 0.0, 40526.30859375
6048, -2618.0307074785233, 2, 1.5016345720000572, 78, 557572,                                             708832, 0.0, 45970.91015625
6049, -2462.320604801178, 2, 1.3018567860003714, 69, 557641,                                             708901, 0.0, 44034.94140625
6050, 2219.3915745019913, 1, 1.3162719260003541, 75, 557716,                                             708976, 0.0, 41515.6953125
6051, -2544.0658965706825, 2, 1.3820547319996876, 74, 557790,                                             709050, 0.0, 45494.88671875
6052, -2563.369886279106, 2, 1.5226750900001207, 75, 557865,                                             709125, 0.0, 45527.8125
6053, 2225.0510008335114, 1, 1.499400100999992, 65, 557930,                                             709190, 0.0, 45345.2890625
6054, -2483.3760104179382, 2, 1.701139246999901, 68, 557998,                                             709258, 0.0, 38403.0546875
6055, 1800.8997611999512, 1, 1.7006367740000314, 75, 558073,                                             709333, 0.0, 36117.0
6056, -2953.167545080185, 2, 2.5222899760001383, 132, 558205,                                             709465, 0.0, 46663.85546875
6057, -2637.185714185238, 2, 1.6979453250000915, 75, 558280,                                             709540, 0.0, 42734.1640625
6058, -2685.0105364322662, 2, 1.7008234739996624, 78, 558358,                                             709618, 0.0, 48409.19140625
6059, -2244.0913078784943, 2, 0.919109792999734, 42, 558400,                                             709660, 0.0, 49585.66015625
6060, -2334.852274417877, 2, 1.298372560000189, 53, 558453,                                             709713, 0.0, 40499.15234375
6061, -3463.362500667572, 2, 3.6862491499996395, 186, 558639,                                             709899, 0.0, 43218.57421875
6062, -2710.1063359975815, 2, 2.101241805999962, 104, 558743,                                             710003, 0.0, 44579.5546875
6063, -2623.89031291008, 2, 1.9014135449997411, 86, 558829,                                             710089, 0.0, 48144.0859375
6064, -3226.9652705192566, 2, 2.7017119189999903, 141, 558970,                                             710230, 0.0, 43255.59765625
6065, -2865.414759993553, 2, 1.9151134740000089, 106, 559076,                                             710336, 0.0, 41916.20703125
6066, -2748.0826423168182, 2, 1.8992854129996886, 101, 559177,                                             710437, 0.0, 39615.6796875
6067, -2275.5817164182663, 2, 0.9148537679998299, 52, 559229,                                             710489, 0.0, 34799.83203125
6068, -2561.908670902252, 2, 1.4993648740000936, 74, 559303,                                             710563, 0.0, 40783.4296875
6069, -4134.771556377411, 2, 3.9160449959999823, 234, 559537,                                             710797, 0.0, 41603.40625
6070, 2236.2045661211014, 1, 1.2998703489997752, 64, 559601,                                             710861, 0.0, 35535.16015625
6071, -2468.588669538498, 2, 1.2214511199999833, 60, 559661,                                             710921, 0.0, 35093.8828125
6072, -2276.6427671909332, 2, 0.9141441800002212, 51, 559712,                                             710972, 0.0, 43055.78125
6073, -2322.0841249227524, 2, 1.2992821339998954, 57, 559769,                                             711029, 0.0, 38138.4921875
6074, -2356.948802947998, 2, 1.101230685000246, 53, 559822,                                             711082, 0.0, 50291.51953125
6075, -2468.295914053917, 2, 1.1117917609999495, 65, 559887,                                             711147, 0.0, 44899.140625
6076, -2525.239945471287, 2, 1.2983712760001254, 69, 559956,                                             711216, 0.0, 46727.45703125
6077, -2306.7645766735077, 2, 0.9134106219999012, 49, 560005,                                             711265, 0.0, 45617.96484375
6078, -2271.7688292860985, 2, 1.0988777200000186, 47, 560052,                                             711312, 0.0, 40041.296875
6079, -2293.0928217172623, 2, 0.9134796020002796, 55, 560107,                                             711367, 0.0, 46877.97265625
6080, -2464.666016280651, 2, 1.2981254740002441, 66, 560173,                                             711433, 0.0, 49106.0546875
6081, -2244.796662569046, 2, 0.8731574059997911, 48, 560221,                                             711481, 0.0, 42051.45703125
6082, 2351.759590625763, 1, 1.2991892810000536, 60, 560281,                                             711541, 0.0, 36610.75
6083, 1521.574040055275, 1, 1.7151048830000946, 90, 560371,                                             711631, 0.0, 43245.9765625
6084, -2952.873619258404, 2, 1.9002943810000943, 98, 560469,                                             711729, 0.0, 39110.21875
6085, -2578.778354048729, 2, 1.7009609659999114, 81, 560550,                                             711810, 0.0, 44575.21484375
6086, 1739.9464466571808, 1, 1.9154365710001002, 103, 560653,                                             711913, 0.0, 43431.40625
6087, -2600.0687906742096, 2, 1.6986949339998318, 83, 560736,                                             711996, 0.0, 40382.2578125
6088, -2662.5031566619873, 2, 1.700303411999812, 85, 560821,                                             712081, 0.0, 41317.37890625
6089, -2679.7424072027206, 2, 1.9011465799999314, 94, 560915,                                             712175, 0.0, 38815.39453125
6090, -2527.4852101802826, 2, 1.5010982469998453, 63, 560978,                                             712238, 0.0, 52280.70703125
6091, -2390.0983624458313, 2, 1.232129107000219, 71, 561049,                                             712309, 0.0, 47570.18359375
6092, -2270.7879078388214, 2, 1.2986152540001967, 59, 561108,                                             712368, 0.0, 44177.79296875
6093, -2448.874076485634, 2, 0.9148452040003576, 55, 561163,                                             712423, 0.0, 41789.7265625
6094, 2063.306196331978, 1, 1.6998789060003219, 79, 561242,                                             712502, 0.0, 44556.0234375
6095, -2623.3640373945236, 2, 1.5335726189996421, 78, 561320,                                             712580, 0.0, 41541.15234375
6096, -2517.217060446739, 2, 1.4982202480000524, 76, 561396,                                             712656, 0.0, 38927.9765625
6097, -2539.486805200577, 2, 1.3147305799998321, 67, 561463,                                             712723, 0.0, 42725.5859375
6098, -2495.551598370075, 2, 1.4990871349996269, 75, 561538,                                             712798, 0.0, 31894.099609375
6099, -2776.3362329006195, 2, 1.7143739520001873, 85, 561623,                                             712883, 0.0, 44927.09375
6100, -2771.921885728836, 2, 2.1001405380002325, 102, 561725,                                             712985, 0.0, 42614.51171875
6101, -2276.9353699684143, 2, 1.181484694000119, 50, 561775,                                             713035, 0.0, 48756.53125
6102, 2123.6699882745743, 1, 1.3181343759997617, 69, 561844,                                             713104, 0.0, 34813.078125
6103, 1662.8389992713928, 1, 1.6981177610000486, 88, 561932,                                             713192, 0.0, 47643.171875
6104, -2454.1593968868256, 2, 1.5002828560000125, 69, 562001,                                             713261, 0.0, 44173.52734375
